timestamp,open,high,low,close,volume,trade
1567382400,10000.0,10412.65,10000.0,10391.63,3096.291,3754
1567987200,10316.62,10475.54,9884.31,10302.22,110846.484,140853
1568592000,10302.0,10353.81,9530.02,10023.04,160591.544,233167
1569196800,8061.98,10046.91,7700.67,8041.96,279795.272,512952
1569801600,8042.08,8499.0,7709.01,7852.79,257976.889,592486
1570406400,7851.01,8788.0,7764.42,8274.66,367955.166,662256
1571011200,8274.33,8408.62,7812.0,8218.23,508975.286,682480
1571616000,8218.23,10408.48,7172.76,9533.32,881463.175,1665985
1572220800,9534.37,9930.13,8933.0,9197.88,697075.617,1660927
1572825600,9197.86,9550.0,8669.85,9041.31,665125.812,1641652
1573430400,9041.31,9072.91,8355.78,8504.04,632991.917,1737803
1574035200,8504.13,8504.71,6762.73,6900.86,1196506.081,3193495
1574640000,6899.77,7850.0,6510.19,7387.38,1524870.441,4023316
1575244800,7388.0,7800.0,7070.0,7508.2,983668.839,2452730
1575849600,7507.87,7676.48,7004.77,7115.0,766967.38,1777669
1576454400,7115.45,7517.61,6427.0,7502.92,1031936.164,2154923
1577059200,7502.92,7691.0,7078.89,7383.67,901439.862,1686644
1577664000,7383.68,7495.0,6863.44,7354.36,774521.268,1493631
1578268800,7354.36,8468.42,7345.0,8186.7,1484603.363,3003452
1578873600,8186.22,9205.3,8053.78,8705.85,1316693.038,2623208
1579478400,8705.98,8820.0,8247.0,8611.21,850097.409,1679263
1580083200,8611.21,9599.0,8565.0,9338.2,1180388.341,2329074
1580688000,9340.49,10184.34,9105.0,10167.38,1122176.4,2103415
1581292800,10167.37,10540.0,9626.64,9921.86,1171759.356,2421080
1581897600,9921.87,10286.0,9293.07,9943.12,936567.255,2171327
1582502400,9943.12,10000.0,8409.0,8537.84,1268174.767,2813697
1583107200,8537.84,9204.0,7997.7,8038.46,1065944.442,2096682
1583712000,8038.99,8182.31,3621.81,5357.32,3204795.803,7148267
1584316800,5354.81,6911.0,4413.62,5810.17,3303441.243,7854650
1584921600,5810.3,6960.71,5670.0,5876.27,2461138.433,6608289
1585526400,5876.27,7290.0,5850.0,6768.9,2542714.864,7095548
1586131200,6768.9,7457.0,6741.0,6900.52,2493042.328,7236227
1586736000,6900.19,7290.0,6465.33,7118.03,2263527.378,6977764
1587340800,7118.04,7802.38,6735.95,7694.17,2303688.83,6655909
1587945600,7693.63,9479.77,7623.98,8900.0,3488311.037,9211422
1588550400,8899.99,10080.0,7940.0,8719.53,3809614.655,10476225
1589155200,8723.23,9950.0,8151.12,9678.57,3249863.08,9253428
1589760000,9677.31,9958.67,8674.0,8711.37,2353150.109,6562508
1590364800,8711.37,9753.0,8623.38,9446.43,1892020.349,5009569
1590969600,9446.49,10497.25,9264.15,9743.92,1781429.763,5080899
1591574400,9743.92,10015.99,9055.07,9339.61,1433222.938,4019761
1592179200,9339.7,9595.0,8888.43,9293.51,1509977.518,4162171
1592784000,9293.39,9795.0,8816.4,9114.0,1639283.625,4340006
1593388800,9114.01,9293.0,8900.0,9071.86,1049228.403,3088343
1593993600,9071.87,9470.0,9058.1,9300.69,1029744.937,3035663
1594598400,9300.7,9345.0,9044.02,9210.51,737747.854,2192407
1595203200,9210.68,10300.0,9131.01,9939.69,1074581.53,3607030
1595808000,9939.68,12154.25,9928.61,11079.72,3017281.552,8590415
1596412800,11080.7,11920.0,10923.0,11685.99,1492775.024,4747043
1597017600,11685.99,12100.0,11127.0,11921.23,1636310.535,5647537
1597622400,11921.32,12499.42,11385.06,11654.0,1484444.409,5429774
1598227200,11654.0,11831.96,11130.0,11714.14,1126558.79,4103819
1598832000,11714.13,12061.07,9808.58,10258.13,2129256.684,6783759
1599436800,10258.13,10580.0,9842.01,10327.72,1307550.016,5007082
1600041600,10327.72,11177.0,10241.57,10914.28,1305000.991,4640925
1600646400,10915.52,10980.69,10132.21,10768.0,1361333.926,4966883
1601251200,10768.0,11024.0,10371.03,10660.16,1112422.487,4225812
1601856000,10660.16,11494.0,10510.66,11369.59,1130181.676,4510814
1602460800,11369.59,11732.0,11157.0,11501.1,1262233.929,4567233
1603065600,11501.5,13369.0,11404.01,13023.81,2097989.994,7520944
1603670400,13024.21,14140.0,12729.0,13752.86,2466497.961,8692369
